Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_002204835.1,Region&nbsp88.1,NRPS,NRPS,1.0,20335,20334.0,,,,GCA_002204835_contig088.region001
GCA_002204835.1,Region&nbsp112.1,"arylpolyene,resorcinol",Others,37882.0,91383,53501.0,flexirubin,Polyketide,75%,GCA_002204835_contig112.region001
GCA_002023685.1,Region&nbsp1.1,siderophore,Siderophore,497628.0,509442,11814.0,bisucaberin B,Other,83%,GCA_002023685_contig01.region001
GCA_002023685.1,Region&nbsp2.1,NRPS-like,NRPS,1.0,37912,37911.0,,,,GCA_002023685_contig03.region001
GCA_002023685.1,Region&nbsp12.1,lanthipeptide,RiPPs,221898.0,247308,25410.0,pinensins,RiPP,11%,GCA_002023685_contig13.region001
GCA_002023685.1,Region&nbsp13.1,bacteriocin,RiPPs,46962.0,59121,12159.0,,,,GCA_002023685_contig14.region001
GCA_003352465.1,Region&nbsp1,NRPS,NRPS,358162.0,408462,50300.0,,,,GCA_003352465_contig1.region001
GCA_003352465.1,Region&nbsp2,lanthipeptide,RiPPs,852831.0,877214,24383.0,,,,GCA_003352465_contig1.region002
GCA_003352465.1,Region&nbsp3,bacteriocin,RiPPs,1362628.0,1377140,14512.0,,,,GCA_003352465_contig1.region003
GCA_003352465.1,Region&nbsp4,cyanobactin,RiPPs,2289568.0,2311724,22156.0,,,,GCA_003352465_contig1.region004
GCA_003352465.1,Region&nbsp5,NRPS,NRPS,2708399.0,2783007,74608.0,toxoflavin / fervenulin,Other,7%,GCA_003352465_contig1.region005
GCA_003352465.1,Region&nbsp6,"NRPS,T1PKS",NRPS_PKS_hybrid,3249134.0,3454559,205425.0,,,,GCA_003352465_contig1.region006
GCA_003352465.1,Region&nbsp7,terpene,terpene,3560233.0,3579419,19186.0,carotenoid,Terpene,28%,GCA_003352465_contig1.region007
GCA_003352465.1,Region&nbsp8,terpene,terpene,3582926.0,3604068,21142.0,,,,GCA_003352465_contig1.region008
GCA_003352465.1,Region&nbsp9,NRPS-like,NRPS,3715261.0,3758470,43209.0,,,,GCA_003352465_contig1.region009
GCA_003352465.1,Region&nbsp10,"NRPS,T1PKS",NRPS_PKS_hybrid,5353890.0,5433450,79560.0,zwittermicin A,NRP + Polyketide,11%,GCA_003352465_contig1.region010
GCA_003815975.1,Region&nbsp1,lanthipeptide,RiPPs,266035.0,288992,22957.0,,,,GCA_003815975_contig1.region001
GCA_003815975.1,Region&nbsp2,"resorcinol,arylpolyene",Others,816645.0,881507,64862.0,flexirubin,Polyketide,75%,GCA_003815975_contig1.region002
GCA_003815975.1,Region&nbsp3,NRPS-like,NRPS,1254874.0,1297981,43107.0,,,,GCA_003815975_contig1.region003
GCA_003815975.1,Region&nbsp4,bacteriocin,RiPPs,3544979.0,3556076,11097.0,,,,GCA_003815975_contig1.region004
GCA_003815975.1,Region&nbsp5,terpene,terpene,3590310.0,3608858,18548.0,,,,GCA_003815975_contig1.region005
GCA_003815975.1,Region&nbsp6,terpene,terpene,4333708.0,4354544,20836.0,carotenoid,Terpene,28%,GCA_003815975_contig1.region006
GCA_003815975.1,Region&nbsp7,"hglE-KS,T1PKS",PKS_other,4834320.0,4885633,51313.0,,,,GCA_003815975_contig1.region007
GCA_003815975.1,Region&nbsp8,microviridin,RiPPs,4970364.0,4990582,20218.0,,,,GCA_003815975_contig1.region008
GCA_003633855.1,Region&nbsp1,terpene,terpene,889309.0,909444,20135.0,carotenoid,Terpene,28%,GCA_003633855_contig1.region001
GCA_003633855.1,Region&nbsp2,T3PKS,PKSIII,2379471.0,2420559,41088.0,,,,GCA_003633855_contig1.region002
GCA_003633855.1,Region&nbsp3,betalactone,Others,2681260.0,2711855,30595.0,,,,GCA_003633855_contig1.region003
GCA_003633855.1,Region&nbsp4,siderophore,Siderophore,2950977.0,2966617,15640.0,desferrioxamine E,Other,50%,GCA_003633855_contig1.region004
GCA_003633855.1,Region&nbsp5,NRPS,NRPS,3978859.0,4080584,101725.0,,,,GCA_003633855_contig1.region005
GCA_003633855.1,Region&nbsp6,"arylpolyene,resorcinol",Others,5311929.0,5366838,54909.0,flexirubin,Polyketide,97%,GCA_003633855_contig1.region006
GCA_003633855.1,Region&nbsp7,terpene,terpene,5530895.0,5552070,21175.0,,,,GCA_003633855_contig1.region007
GCA_014220365.1,Region&nbsp11.1,microviridin,RiPPs,565077.0,585569,20492.0,,,,GCA_014220365_contig11.region001
GCA_014220365.1,Region&nbsp11.2,"T1PKS,hglE-KS",PKS_other,757177.0,808489,51312.0,,,,GCA_014220365_contig11.region002
GCA_014220365.1,Region&nbsp11.3,"NRPS,terpene",NRPS_other,830068.0,874099,44031.0,carotenoid,Terpene,28%,GCA_014220365_contig11.region003
GCA_014220365.1,Region&nbsp11.4,siderophore,Siderophore,1489014.0,1504564,15550.0,putrebactin / avaroferrin,Other,20%,GCA_014220365_contig11.region004
GCA_014220365.1,Region&nbsp22.1,NRPS,NRPS,57862.0,108229,50367.0,,,,GCA_014220365_contig22.region001
GCA_014220365.1,Region&nbsp29.1,NRPS-like,NRPS,191029.0,234121,43092.0,,,,GCA_014220365_contig33.region001
GCA_014220365.1,Region&nbsp29.2,lanthipeptide,RiPPs,519013.0,545394,26381.0,,,,GCA_014220365_contig33.region002
GCA_014220365.1,Region&nbsp32.1,"resorcinol,arylpolyene",Others,8321.0,69558,61237.0,flexirubin,Polyketide,75%,GCA_014220365_contig44.region001
GCA_001853405.1,Region&nbsp6.1,terpene,terpene,484014.0,504850,20836.0,carotenoid,Terpene,28%,GCA_001853405_contig06.region001
GCA_001853405.1,Region&nbsp7.1,siderophore,Siderophore,132930.0,144750,11820.0,putrebactin / avaroferrin,Other,40%,GCA_001853405_contig07.region001
GCA_013214425.1,Region&nbsp84.1,terpene,terpene,,6647,,,,,GCA_013214425_contig084.region001
GCA_013214425.1,Region&nbsp121.1,NRPS,NRPS,,5864,,,,,GCA_013214425_contig121.region001
GCA_013214425.1,Region&nbsp167.1,NRPS-like,NRPS,,4855,,,,,GCA_013214425_contig167.region001
GCA_013214425.1,Region&nbsp271.1,NRPS,NRPS,,3688,,,,,GCA_013214425_contig271.region001
GCA_013214425.1,Region&nbsp357.1,NRPS,NRPS,,12917,,,,,GCA_013214425_contig357.region001
GCA_013214425.1,Region&nbsp363.1,bacteriocin,RiPPs,,2736,,,,,GCA_013214425_contig363.region001
GCA_902705465.1,Region&nbsp12.1,siderophore,Siderophore,16237.0,31068,14831.0,bisucaberin B,Other,100%,GCA_902705465_contig046.region001
GCA_902705465.1,Region&nbsp25.1,terpene,terpene,15675.0,36517,20842.0,carotenoid,Terpene,28%,GCA_902705465_contig059.region001
GCA_900110335.1,Region&nbsp4.1,terpene,terpene,105688.0,126869,21181.0,,,,GCA_900110335_contig04.region001
GCA_900110335.1,Region&nbsp6.1,"arylpolyene,resorcinol",Others,616974.0,671316,54342.0,flexirubin,Polyketide,91%,GCA_900110335_contig06.region001
GCA_900110335.1,Region&nbsp7.1,"NRPS,T1PKS",NRPS_PKS_hybrid,548967.0,598363,49396.0,colanic acid,Saccharide,9%,GCA_900110335_contig07.region001
GCA_900110335.1,Region&nbsp10.1,bacteriocin,RiPPs,298083.0,308994,10911.0,,,,GCA_900110335_contig10.region001
GCA_900110335.1,Region&nbsp10.2,betalactone,Others,487976.0,518923,30947.0,,,,GCA_900110335_contig10.region002
GCA_900110335.1,Region&nbsp12.1,terpene,terpene,16692.0,37531,20839.0,carotenoid,Terpene,28%,GCA_900110335_contig12.region001
GCA_900110335.1,Region&nbsp13.1,siderophore,Siderophore,417693.0,432500,14807.0,putrebactin / avaroferrin,Other,40%,GCA_900110335_contig13.region001
GCA_900110335.1,Region&nbsp16.1,"NRPS,T1PKS",NRPS_PKS_hybrid,116844.0,206055,89211.0,zwittermicin A,NRP + Polyketide,11%,GCA_900110335_contig16.region001
GCA_000812945.1,Region&nbsp1.1,T3PKS,PKSIII,213139.0,251857,38718.0,,,,GCA_000812945_contig01.region001
GCA_000812945.1,Region&nbsp1.2,"betalactone,T3PKS",PKSIII,729373.0,773024,43651.0,,,,GCA_000812945_contig01.region002
GCA_000812945.1,Region&nbsp1.3,terpene,terpene,985936.0,1004044,18108.0,,,,GCA_000812945_contig01.region003
GCA_000812945.1,Region&nbsp1.4,terpene,terpene,1979789.0,2000628,20839.0,carotenoid,Terpene,28%,GCA_000812945_contig01.region004
GCA_013043175.1,Region&nbsp167.1,T3PKS,PKSIII,,17276,,,,,GCA_013043175_contig167.region001
GCA_013043175.1,Region&nbsp335.1,terpene,terpene,,2032,,,,,GCA_013043175_contig335.region001
GCA_013043175.1,Region&nbsp456.1,terpene,terpene,,2312,,,,,GCA_013043175_contig456.region001
GCA_002338705.1,Region&nbsp17.1,T3PKS,PKSIII,2561.0,43613,41052.0,myxochromide B,NRP:Cyclic depsipeptide + Polyketide:Iterative type I,9%,GCA_002338705_contig17.region001
GCA_002338705.1,Region&nbsp32.1,"arylpolyene,resorcinol",Others,27352.0,81094,53742.0,flexirubin,Polyketide,72%,GCA_002338705_contig32.region001
GCA_002338705.1,Region&nbsp62.1,terpene,terpene,9518.0,30360,20842.0,carotenoid,Terpene,28%,GCA_002338705_contig62.region001
GCA_003663835.1,Region&nbsp1.1,microviridin,RiPPs,323525.0,343752,20227.0,,,,GCA_003663835_contig01.region001
GCA_003663835.1,Region&nbsp1.2,terpene,terpene,1182700.0,1203842,21142.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_003663835_contig01.region002
GCA_003663835.1,Region&nbsp6.1,terpene,terpene,34643.0,55482,20839.0,carotenoid,Terpene,28%,GCA_003663835_contig06.region001
GCA_009684775.1,Region&nbsp9.1,arylpolyene,Others,,23662,,,,,GCA_009684775_contig09.region001
GCA_900116115.1,Region&nbsp19.1,terpene,terpene,24057.0,44896,20839.0,carotenoid,Terpene,28%,GCA_900116115_contig19.region001
GCA_014138495.1,Region&nbsp1.1,microviridin,RiPPs,841777.0,862004,20227.0,,,,GCA_014138495_contig1.region001
GCA_014138495.1,Region&nbsp1.2,terpene,terpene,1690831.0,1711979,21148.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_014138495_contig1.region002
GCA_014138495.1,Region&nbsp5.1,terpene,terpene,40569.0,61408,20839.0,carotenoid,Terpene,28%,GCA_014138495_contig5.region001
GCA_900187185.1,Region&nbsp1,terpene,terpene,192263.0,213108,20845.0,carotenoid,Terpene,28%,GCA_900187185_contig1.region001
GCA_003447055.1,Region&nbsp98.1,terpene,terpene,,6382,,carotenoid,Terpene,28%,GCA_003447055_contig098.region001
GCA_003447055.1,Region&nbsp389.1,terpene,terpene,,14709,,,,,GCA_003447055_contig389.region001
GCA_003447055.1,Region&nbsp456.1,T3PKS,PKSIII,,32483,,,,,GCA_003447055_contig456.region001
GCA_004283005.1,Region&nbsp400.1,terpene,terpene,,6606,,carotenoid,Terpene,28%,GCA_004283005_contig400.region001
GCA_004283005.1,Region&nbsp620.1,terpene,terpene,,1349,,carotenoid,Terpene,28%,GCA_004283005_contig620.region001
GCA_004349085.1,Region&nbsp1.1,terpene,terpene,89703.0,110878,21175.0,,,,GCA_004349085_contig01.region001
GCA_004349085.1,Region&nbsp24.1,T3PKS,PKSIII,204524.0,245732,41208.0,,,,GCA_004349085_contig24.region001
GCA_004349085.1,Region&nbsp25.1,terpene,terpene,115797.0,136636,20839.0,carotenoid,Terpene,28%,GCA_004349085_contig25.region001
GCA_004349085.1,Region&nbsp26.1,"betalactone,T3PKS",PKSIII,40490.0,84098,43608.0,,,,GCA_004349085_contig26.region001
GCA_007845635.1,Region&nbsp18.1,NRPS,NRPS,12413.0,62750,50337.0,,,,GCA_007845635_contig24.region001
GCA_007845635.1,Region&nbsp18.2,"hglE-KS,T1PKS",PKS_other,140090.0,191513,51423.0,,,,GCA_007845635_contig24.region002
GCA_007845635.1,Region&nbsp18.3,bacteriocin,RiPPs,207401.0,219551,12150.0,,,,GCA_007845635_contig24.region003
GCA_007845635.1,Region&nbsp36.1,terpene,terpene,6763.0,27599,20836.0,carotenoid,Terpene,28%,GCA_007845635_contig44.region001
GCA_002156885.1,Region&nbsp7.1,"arylpolyene,resorcinol",Others,1.0,51034,51033.0,flexirubin,Polyketide,91%,GCA_002156885_contig007.region001
GCA_002156885.1,Region&nbsp16.1,T3PKS,PKSIII,2207.0,43421,41214.0,,,,GCA_002156885_contig016.region001
GCA_002156885.1,Region&nbsp25.1,lanthipeptide,RiPPs,37164.0,54123,16959.0,,,,GCA_002156885_contig025.region001
GCA_002156885.1,Region&nbsp31.1,terpene,terpene,9155.0,30309,21154.0,,,,GCA_002156885_contig031.region001
GCA_002156885.1,Region&nbsp36.1,terpene,terpene,49092.0,68511,19419.0,carotenoid,Terpene,28%,GCA_002156885_contig036.region001
GCA_002156885.1,Region&nbsp38.1,arylpolyene,Others,1.0,24094,24093.0,,,,GCA_002156885_contig038.region001
GCA_002156885.1,Region&nbsp45.1,"T3PKS,betalactone",PKSIII,1.0,34017,34016.0,,,,GCA_002156885_contig045.region001
GCA_002156885.1,Region&nbsp108.1,siderophore,Siderophore,2481.0,11457,8976.0,bisucaberin B,Other,50%,GCA_002156885_contig108.region001
GCA_004843725.1,Region&nbsp1,terpene,terpene,137155.0,158105,20950.0,carotenoid,Terpene,28%,GCA_004843725_contig1.region001
GCA_004843725.1,Region&nbsp2,bacteriocin,RiPPs,393403.0,404467,11064.0,,,,GCA_004843725_contig1.region002
GCA_004843725.1,Region&nbsp3,terpene,terpene,404836.0,425810,20974.0,,,,GCA_004843725_contig1.region003
GCA_014145635.1,Region&nbsp55.1,LAP,RiPPs,22454.0,45407,22953.0,,,,GCA_014145635_contig55.region001
GCA_002719535.1,Region&nbsp6.1,bacteriocin,RiPPs,9017.0,21185,12168.0,,,,GCA_002719535_contig06.region001
GCA_002719535.1,Region&nbsp8.1,betalactone,Others,100678.0,130216,29538.0,,,,GCA_002719535_contig08.region001
GCA_002719535.1,Region&nbsp13.1,arylpolyene,Others,20595.0,63830,43235.0,flexirubin,Polyketide,27%,GCA_002719535_contig13.region001
GCA_002719535.1,Region&nbsp13.2,"LAP,proteusin,bacteriocin",RiPPs,129233.0,154387,25154.0,,,,GCA_002719535_contig13.region002
GCA_002719535.1,Region&nbsp16.1,terpene,terpene,1.0,21821,21820.0,carotenoid,Terpene,28%,GCA_002719535_contig16.region001
GCA_014219685.1,Region&nbsp11.1,terpene,terpene,125310.0,146146,20836.0,carotenoid,Terpene,28%,GCA_014219685_contig11.region001
GCA_014219685.1,Region&nbsp22.1,lanthipeptide,RiPPs,155454.0,179839,24385.0,,,,GCA_014219685_contig22.region001
GCA_014219685.1,Region&nbsp22.2,NRPS-like,NRPS,216769.0,260689,43920.0,,,,GCA_014219685_contig22.region002
GCA_014219685.1,Region&nbsp52.1,siderophore,Siderophore,154687.0,166501,11814.0,putrebactin / avaroferrin,Other,40%,GCA_014219685_contig61.region001
GCA_009886755.1,Region&nbsp34.1,terpene,terpene,1.0,20317,20316.0,,,,GCA_009886755_contig34.region001
GCA_009886755.1,Region&nbsp51.1,terpene,terpene,94964.0,116109,21145.0,,,,GCA_009886755_contig51.region001
GCA_014220045.1,Region&nbsp3.1,"T1PKS,hglE-KS",PKS_other,73603.0,124928,51325.0,,,,GCA_014220045_contig03.region001
GCA_014220045.1,Region&nbsp11.1,siderophore,Siderophore,457457.0,469880,12423.0,putrebactin / avaroferrin,Other,20%,GCA_014220045_contig11.region001
GCA_014220045.1,Region&nbsp16.1,terpene,terpene,1.0,15860,15859.0,carotenoid,Terpene,28%,GCA_014220045_contig16.region001
GCA_014220045.1,Region&nbsp20.1,microviridin,RiPPs,11772.0,32300,20528.0,,,,GCA_014220045_contig20.region001
GCA_014220045.1,Region&nbsp43.1,bacteriocin,RiPPs,1750.0,14763,13013.0,,,,GCA_014220045_contig43_0.region001
GCA_014220045.1,Region&nbsp44.1,"resorcinol,arylpolyene",Others,5444.0,71818,66374.0,flexirubin,Polyketide,75%,GCA_014220045_contig44.region001
GCA_014220045.1,Region&nbsp55.1,NRPS-like,NRPS,127628.0,171548,43920.0,,,,GCA_014220045_contig55.region001
GCA_014220045.1,Region&nbsp78.1,bacteriocin,RiPPs,3794.0,14864,11070.0,,,,GCA_014220045_contig87.region001
GCA_014219235.1,Region&nbsp11.1,terpene,terpene,483527.0,504363,20836.0,carotenoid,Terpene,28%,GCA_014219235_contig11.region001
GCA_014219235.1,Region&nbsp18.1,siderophore,Siderophore,202228.0,214048,11820.0,putrebactin / avaroferrin,Other,40%,GCA_014219235_contig23.region001
GCA_001800945.1,Region&nbsp163.1,terpene,terpene,,12366,,,,,GCA_001800945_contig163.region001
GCA_900156075.1,Region&nbsp14.1,NRPS-like,NRPS,19567.0,63481,43914.0,,,,GCA_900156075_contig14.region001
GCA_900156075.1,Region&nbsp36.1,"arylpolyene,resorcinol",Others,121626.0,182529,60903.0,flexirubin,Polyketide,80%,GCA_900156075_contig36.region001
GCA_900156075.1,Region&nbsp41.1,terpene,terpene,62756.0,83766,21010.0,berninamycin A,RiPP,20%,GCA_900156075_contig41.region001
GCA_900156075.1,Region&nbsp64.1,bacteriocin,RiPPs,1.0,9524,9523.0,,,,GCA_900156075_contig64.region001
GCA_900446695.1,Region&nbsp9.1,resorcinol,Others,144960.0,186087,41127.0,flexirubin,Polyketide,19%,GCA_900446695_contig09.region001
GCA_900446695.1,Region&nbsp9.2,arylpolyene,Others,253016.0,293330,40314.0,,,,GCA_900446695_contig09.region002
GCA_900446695.1,Region&nbsp9.3,arylpolyene,Others,330090.0,369578,39488.0,flexirubin,Polyketide,8%,GCA_900446695_contig09.region003
GCA_900446695.1,Region&nbsp9.4,arylpolyene,Others,617893.0,659104,41211.0,,,,GCA_900446695_contig09.region004
GCA_900610175.1,Region&nbsp46.1,"arylpolyene,resorcinol",Others,7049.0,64157,57108.0,flexirubin,Polyketide,86%,GCA_900610175_contig54.region001
GCA_900610175.1,Region&nbsp48.1,siderophore,Siderophore,38384.0,50114,11730.0,,,,GCA_900610175_contig57.region001
GCA_900610175.1,Region&nbsp71.1,terpene,terpene,20900.0,36120,15220.0,carotenoid,Terpene,28%,GCA_900610175_contig91.region001
GCA_000496035.1,Region&nbsp20.1,siderophore,Siderophore,193024.0,204838,11814.0,putrebactin / avaroferrin,Other,40%,GCA_000496035_contig20.region001
GCA_000496035.1,Region&nbsp25.1,lanthipeptide,RiPPs,17035.0,43269,26234.0,,,,GCA_000496035_contig25.region001
GCA_000496035.1,Region&nbsp32.1,lanthipeptide,RiPPs,13647.0,31033,17386.0,,,,GCA_000496035_contig33.region001
GCA_002733415.1,Region&nbsp5.1,"arylpolyene,resorcinol",Others,19124.0,61764,42640.0,flexirubin,Polyketide,66%,GCA_002733415_contig05.region001
GCA_002733415.1,Region&nbsp57.1,linaridin,RiPPs,34947.0,54666,19719.0,,,,GCA_002733415_contig57.region001
GCA_002733415.1,Region&nbsp93.1,"NRPS,transAT-PKS",NRPS_PKS_hybrid,1.0,67565,67564.0,,,,GCA_002733415_contig93.region001
GCA_002733415.1,Region&nbsp93.2,siderophore,Siderophore,119820.0,134673,14853.0,bisucaberin B,Other,100%,GCA_002733415_contig93.region002
GCA_003384775.1,Region&nbsp1.1,terpene,terpene,752357.0,771277,18920.0,,,,GCA_003384775_contig1.region001
GCA_003384775.1,Region&nbsp1.2,microviridin,RiPPs,806814.0,827588,20774.0,,,,GCA_003384775_contig1.region002
GCA_003384775.1,Region&nbsp1.3,bacteriocin,RiPPs,1901300.0,1913465,12165.0,,,,GCA_003384775_contig1.region003
GCA_003384775.1,Region&nbsp1.4,terpene,terpene,2176187.0,2201631,25444.0,,,,GCA_003384775_contig1.region004
GCA_003384775.1,Region&nbsp1.5,terpene,terpene,2522973.0,2543953,20980.0,,,,GCA_003384775_contig1.region005
GCA_003384775.1,Region&nbsp2.1,terpene,terpene,201897.0,222622,20725.0,berninamycin A,RiPP,20%,GCA_003384775_contig2.region001
GCA_003384775.1,Region&nbsp2.2,terpene,terpene,782109.0,803035,20926.0,,,,GCA_003384775_contig2.region002
GCA_003384775.1,Region&nbsp2.3,"arylpolyene,resorcinol",Others,895433.0,959439,64006.0,flexirubin,Polyketide,77%,GCA_003384775_contig2.region003
GCA_003507715.1,Region&nbsp146.1,T3PKS,PKSIII,,6121,,,,,GCA_003507715_contig146.region001
GCA_003507715.1,Region&nbsp285.1,"arylpolyene,resorcinol",Others,,7793,,flexirubin,Polyketide,27%,GCA_003507715_contig285.region001
GCA_003507715.1,Region&nbsp328.1,arylpolyene,Others,,5326,,flexirubin,Other,16%,GCA_003507715_contig328.region001
GCA_003507715.1,Region&nbsp483.1,arylpolyene,Others,,3818,,flexirubin,Polyketide,11%,GCA_003507715_contig483.region001
GCA_002440605.1,Region&nbsp7.1,terpene,terpene,1.0,19835,19834.0,carotenoid,Terpene,28%,GCA_002440605_contig007.region001
GCA_002440605.1,Region&nbsp23.1,terpene,terpene,10552.0,31394,20842.0,carotenoid,Terpene,28%,GCA_002440605_contig023.region001
GCA_002440405.1,Region&nbsp8.1,"arylpolyene,resorcinol",Others,44527.0,96831,52304.0,flexirubin,Polyketide,69%,GCA_002440405_contig08.region001
GCA_002742265.1,Region&nbsp23.1,terpene,terpene,13248.0,34087,20839.0,carotenoid,Terpene,28%,GCA_002742265_contig028.region001
GCA_002742265.1,Region&nbsp51.1,"arylpolyene,resorcinol",Others,1.0,48111,48110.0,flexirubin,Polyketide,66%,GCA_002742265_contig061.region001
GCA_002742265.1,Region&nbsp113.1,terpene,terpene,61777.0,82919,21142.0,,,,GCA_002742265_contig149.region001
GCA_002742265.1,Region&nbsp137.1,T3PKS,PKSIII,1.0,37587,37586.0,,,,GCA_002742265_contig181.region001
GCA_011316565.1,Region&nbsp3.1,linaridin,RiPPs,10690.0,31187,20497.0,,,,GCA_011316565_contig03.region001
GCA_011316565.1,Region&nbsp7.1,terpene,terpene,2655.0,23503,20848.0,carotenoid,Terpene,28%,GCA_011316565_contig07.region001
GCA_011316565.1,Region&nbsp12.1,NRPS,NRPS,1.0,44353,44352.0,,,,GCA_011316565_contig12.region001
GCA_011316565.1,Region&nbsp20.1,siderophore,Siderophore,10460.0,25492,15032.0,bisucaberin B,Other,66%,GCA_011316565_contig20.region001
GCA_011316565.1,Region&nbsp41.1,NRPS,NRPS,1.0,9757,9756.0,,,,GCA_011316565_contig41.region001
GCA_011316565.1,Region&nbsp44.1,"arylpolyene,resorcinol",Others,110176.0,163677,53501.0,flexirubin,Polyketide,75%,GCA_011316565_contig44.region001
GCA_002345305.1,Region&nbsp2.1,terpene,terpene,211441.0,232277,20836.0,carotenoid,Terpene,28%,GCA_002345305_contig02.region001
GCA_002345305.1,Region&nbsp4.1,bacteriocin,RiPPs,22388.0,34547,12159.0,,,,GCA_002345305_contig04.region001
GCA_002345305.1,Region&nbsp5.1,"arylpolyene,resorcinol",Others,117286.0,169584,52298.0,flexirubin,Polyketide,72%,GCA_002345305_contig05.region001
GCA_000424985.1,Region&nbsp1.1,bacteriocin,RiPPs,27950.0,39404,11454.0,,,,GCA_000424985_contig001.region001
GCA_000424985.1,Region&nbsp2.1,terpene,terpene,177548.0,198696,21148.0,,,,GCA_000424985_contig002.region001
GCA_000424985.1,Region&nbsp4.1,T3PKS,PKSIII,77072.0,118127,41055.0,,,,GCA_000424985_contig004.region001
GCA_000424985.1,Region&nbsp23.1,terpene,terpene,29876.0,50715,20839.0,carotenoid,Terpene,28%,GCA_000424985_contig023.region001
GCA_000424985.1,Region&nbsp39.1,NRPS,NRPS,1242.0,39342,38100.0,,,,GCA_000424985_contig039.region001
GCA_000023725.1,Region&nbsp1,terpene,terpene,1616082.0,1636927,20845.0,carotenoid,Terpene,28%,GCA_000023725_contig1.region001
GCA_002384895.1,Region&nbsp23.1,terpene,terpene,18222.0,39064,20842.0,carotenoid,Terpene,28%,GCA_002384895_contig23.region001
