,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
748,GCA_011305415.1,54,1.7538161740824942,3079,GCA_011305415.1,130,8,4.222150048717116,GCA_011305415.1,Flavobacterium,Flavobacteriaceae,3386502.0,99.29,False,Unclassified,GCA_011305415.1_merops.txt,5.0,GCA_011305415.1,255,8.281909710945111,1.4130434782608696,1.4764497407649546e-06,0.03838769325988882,0.07529893677901267,0.0014764497407649545
2082,GCA_002366675.1,44,1.9391802556192157,2269,GCA_002366675.1,106,5,4.671661524900837,GCA_002366675.1,Xanthomarina,Flavobacteriaceae,2548718.0,83.36,True,Marine,GCA_002366675.1_merops.txt,2.0,GCA_002366675.1,174,7.668576465403261,1.4133333333333333,7.847082337080838e-07,0.041589536386528445,0.06826961633260328,0.0007847082337080839
2084,GCA_004022485.1,56,1.7278617710583155,3241,GCA_004022485.1,135,13,4.165381055229867,GCA_004022485.1,Aequorivita,Flavobacteriaceae,3682614.0,98.05,False,Non_marine,GCA_004022485.1_merops.txt,1.0,GCA_004022485.1,231,7.127429805615551,1.4136125654450262,2.7154624405381613e-07,0.03665874294726518,0.06272718237643153,0.0002715462440538161
1852,GCA_003537695.1,34,2.098765432098765,1620,GCA_003537695.1,82,14,5.061728395061729,GCA_003537695.1,Polaribacter,Flavobacteriaceae,1848732.0,75.97,True,Marine,GCA_003537695.1_merops.txt,2.0,GCA_003537695.1,87,5.37037037037037,1.4137931034482758,1.081822568116958e-06,0.04435472529279528,0.04705928171308767,0.001081822568116958
1045,GCA_003476525.1,34,2.0556227327690446,1654,GCA_003476525.1,82,16,4.957678355501813,GCA_003476525.1,MAG-120531,Flavobacteriaceae,1908044.0,79.08,True,Marine,GCA_003476525.1_merops.txt,2.0,GCA_003476525.1,113,6.831922611850061,1.4137931034482758,1.0481938571647196e-06,0.0429759481437535,0.05922295292980665,0.0010481938571647196
190,GCA_013003655.1,34,1.9198193111236588,1771,GCA_013003655.1,82,10,4.630152456239413,GCA_013003655.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,1984050.0,73.8,True,Marine,GCA_013003655.1_merops.txt,2.0,GCA_013003655.1,134,7.56634669678148,1.4137931034482758,1.0080391119175423e-06,0.04132960358861924,0.06753862049847534,0.0010080391119175424
38,GCA_004119455.1,87,1.831578947368421,4750,GCA_004119455.1,210,37,4.421052631578947,GCA_004119455.1,Chryseobacterium,Weeksellaceae,5081684.0,99.51,False,Unclassified,GCA_004119455.1_merops.txt,8.0,GCA_004119455.1,353,7.431578947368421,1.4141414141414141,1.57428128155942e-06,0.04132488364093478,0.0694651615488094,0.00157428128155942
480,GCA_003533785.1,29,2.0684736091298146,1402,GCA_003533785.1,70,17,4.9928673323823105,GCA_003533785.1,UBA11891,Flavobacteriaceae,1529165.0,77.74,True,Marine,GCA_003533785.1_merops.txt,1.0,GCA_003533785.1,88,6.276747503566334,1.4141414141414141,6.53951666432334e-07,0.04577661665026338,0.05754774664604539,0.000653951666432334
852,GCA_006346335.1,53,1.8544436668999305,2858,GCA_006346335.1,128,5,4.478656403079076,GCA_006346335.1,Aequorivita,Flavobacteriaceae,3181804.0,98.48,False,Marine,GCA_006346335.1_merops.txt,3.0,GCA_006346335.1,239,8.362491252624213,1.4143646408839778,9.428613453248534e-07,0.04022875073386042,0.07511462051088,0.0009428613453248534
973,GCA_900115055.1,95,1.9987376393856509,4753,GCA_900115055.1,230,46,4.839049021670524,GCA_900115055.1,Chryseobacterium,Weeksellaceae,5284689.0,99.93,False,Non_marine,GCA_900115055.1_merops.txt,10.0,GCA_900115055.1,364,7.658321060382916,1.4153846153846155,1.8922589389839213e-06,0.04352195559663019,0.06887822537901474,0.0018922589389839214
861,GCA_002294145.1,57,2.065217391304348,2760,GCA_002294145.1,138,16,5.0,GCA_002294145.1,UBA4166,Flavobacteriaceae,2988087.0,98.48,True,Marine,GCA_002294145.1_merops.txt,4.0,GCA_002294145.1,236,8.550724637681158,1.4153846153846155,1.3386491089449538e-06,0.04618339425860091,0.07898029742775227,0.0013386491089449539
2488,GCA_002421305.1,56,1.8880647336480108,2966,GCA_002421305.1,136,21,4.585300067430883,GCA_002421305.1,Empedobacter,Weeksellaceae,3109375.0,100.0,True,Non_marine,GCA_002421305.1_merops.txt,2.0,GCA_002421305.1,208,7.0128118678354685,1.4166666666666667,6.4321608040201e-07,0.043738693467336685,0.06689447236180905,0.00064321608040201
1324,GCA_000800075.1,93,1.9456066945606691,4780,GCA_000800075.1,226,45,4.7280334728033475,GCA_000800075.1,Chryseobacterium,Weeksellaceae,5304711.0,100.0,False,Non_marine,GCA_000800075.1_merops.txt,11.0,GCA_000800075.1,380,7.949790794979079,1.4169278996865204,2.0736285162377368e-06,0.04260364042452077,0.07163443965184908,0.0020736285162377367
1052,GCA_002710605.1,46,1.7871017871017871,2574,GCA_002710605.1,112,6,4.351204351204351,GCA_002710605.1,Marinirhabdus,Flavobacteriaceae,2827613.0,84.27,True,Marine,GCA_002710605.1_merops.txt,3.0,GCA_002710605.1,227,8.81895881895882,1.4177215189873418,1.0609655564605198e-06,0.039609380774526075,0.08027972710551268,0.00106096555646052
54,GCA_013204145.1,39,2.306327616794796,1691,GCA_013204145.1,95,17,5.617977528089887,GCA_013204145.1,MAG-120531,Flavobacteriaceae,1889734.0,88.57,True,Unclassified,GCA_013204145.1_merops.txt,1.0,GCA_013204145.1,131,7.746895328208161,1.4179104477611941,5.291750055827963e-07,0.050271625530365655,0.06932192573134631,0.0005291750055827963
460,GCA_002728855.1,32,2.17983651226158,1468,GCA_002728855.1,78,18,5.313351498637602,GCA_002728855.1,GCA-002728855,Flavobacteriaceae,1618344.0,94.12,True,Marine,GCA_002728855.1_merops.txt,1.0,GCA_002728855.1,93,6.335149863760218,1.4181818181818182,6.179155976726827e-07,0.04819741661846925,0.05746615058355949,0.0006179155976726827
1001,GCA_007997375.1,66,1.8151815181518156,3636,GCA_007997375.1,161,19,4.427942794279428,GCA_007997375.1,Psychroserpens,Flavobacteriaceae,4018461.0,99.67,False,Marine,GCA_007997375.1_merops.txt,2.0,GCA_007997375.1,271,7.453245324532453,1.4185022026431717,4.977029763384539e-07,0.040065089595245545,0.06743875329386051,0.0004977029763384539
959,GCA_009995175.1,50,1.7806267806267806,2808,GCA_009995175.1,122,19,4.344729344729345,GCA_009995175.1,CG2-30-34-30,Flavobacteriaceae,3082818.0,95.99,True,Non_marine,GCA_009995175.1_merops.txt,4.0,GCA_009995175.1,202,7.193732193732194,1.4186046511627908,1.297514157501351e-06,0.03957418180379121,0.06552446495381822,0.001297514157501351
169,GCA_012522185.1,43,1.7501017501017502,2457,GCA_012522185.1,105,8,4.273504273504273,GCA_012522185.1,Moheibacter,Weeksellaceae,2548190.0,97.31,True,Non_marine,GCA_012522185.1_merops.txt,1.0,GCA_012522185.1,185,7.52950752950753,1.4189189189189189,3.92435414941586e-07,0.041205718568866526,0.0726005517641934,0.000392435414941586
153,GCA_013214065.1,70,2.129601460298144,3287,GCA_013214065.1,171,35,5.202312138728324,GCA_013214065.1,Croceivirga,Flavobacteriaceae,3475143.0,99.01,True,Marine,GCA_013214065.1_merops.txt,3.0,GCA_013214065.1,270,8.214177061149986,1.4190871369294606,8.632738278683784e-07,0.049206608188497564,0.07769464450815405,0.0008632738278683784
2141,GCA_002322895.1,54,1.9169329073482428,2817,GCA_002322895.1,132,22,4.685835995740149,GCA_002322895.1,Empedobacter,Weeksellaceae,3019088.0,100.0,True,Non_marine,GCA_002322895.1_merops.txt,2.0,GCA_002322895.1,205,7.277245296414625,1.4193548387096775,6.624517072705399e-07,0.043721812679855636,0.06790129999523034,0.00066245170727054
1467,GCA_008974325.1,54,1.6827672172016206,3209,GCA_008974325.1,132,8,4.113430975381739,GCA_008974325.1,HC6-5,Flavobacteriaceae,3558331.0,99.62,False,Marine,GCA_008974325.1_merops.txt,5.0,GCA_008974325.1,259,8.071050171392958,1.4193548387096775,1.405153146236255e-06,0.037096043060637136,0.07278693297503801,0.001405153146236255
770,GCA_900107625.1,45,1.5867418899858956,2836,GCA_900107625.1,110,8,3.8787023977433006,GCA_900107625.1,Bizionia,Flavobacteriaceae,3143625.0,99.67,False,Marine,GCA_900107625.1_merops.txt,2.0,GCA_900107625.1,222,7.8279266572637525,1.4193548387096775,6.362081991331663e-07,0.034991450952324143,0.07061911010378147,0.0006362081991331663
1584,GCA_000737765.1,92,1.7982799061767003,5116,GCA_000737765.1,225,38,4.397967161845191,GCA_000737765.1,Chryseobacterium,Weeksellaceae,5487842.0,99.93,False,Non_marine,GCA_000737765.1_merops.txt,12.0,GCA_000737765.1,393,7.681782642689601,1.4195583596214512,2.1866518751815376e-06,0.04099972265965383,0.07161284891219535,0.0021866518751815374
2154,GCA_900312815.1,92,2.171347651640312,4237,GCA_900312815.1,225,45,5.31036110455511,GCA_900312815.1,Aquimarina,Flavobacteriaceae,4838585.0,99.62,False,Unclassified,GCA_900312815.1_merops.txt,8.0,GCA_900312815.1,381,8.992211470379987,1.4195583596214512,1.6533759353199334e-06,0.04650119818087313,0.07874202891961184,0.0016533759353199334
1301,GCA_007997135.1,56,1.839080459770115,3045,GCA_007997135.1,137,6,4.499178981937603,GCA_007997135.1,Aequorivita,Flavobacteriaceae,3313221.0,99.62,False,Non_marine,GCA_007997135.1_merops.txt,3.0,GCA_007997135.1,266,8.735632183908045,1.4196891191709844,9.054632938762612e-07,0.041349490420349265,0.08028441205702849,0.0009054632938762612
1897,GCA_900489485.1,56,1.8433179723502304,3038,GCA_900489485.1,137,6,4.509545753785385,GCA_900489485.1,Aequorivita,Flavobacteriaceae,3305581.0,99.62,False,Unclassified,GCA_900489485.1_merops.txt,3.0,GCA_900489485.1,265,8.722843976300197,1.4196891191709844,9.075560393165377e-07,0.041445059128788556,0.08016745013962749,0.0009075560393165377
1209,GCA_900105455.1,80,1.7185821697099892,4655,GCA_900105455.1,196,43,4.2105263157894735,GCA_900105455.1,Tenacibaculum,Flavobacteriaceae,5524492.0,99.55,False,Marine,GCA_900105455.1_merops.txt,5.0,GCA_900105455.1,351,7.5402792696025775,1.4202898550724639,9.05060591996513e-07,0.03547837520626331,0.0635352535581552,0.000905060591996513
205,GCA_003253545.1,42,1.473167309715889,2851,GCA_003253545.1,103,4,3.6127674500175377,GCA_003253545.1,Mesonia,Flavobacteriaceae,3088900.0,99.24,False,Unclassified,GCA_003253545.1_merops.txt,4.0,GCA_003253545.1,219,7.681515257804279,1.4206896551724137,1.294959370649746e-06,0.033345203794230956,0.07089902554307358,0.001294959370649746
1211,GCA_002336225.1,22,1.8136850783182192,1213,GCA_002336225.1,54,7,4.451772464962902,GCA_002336225.1,MAG-120531,Flavobacteriaceae,1346486.0,61.35,True,Marine,GCA_002336225.1_merops.txt,1.0,GCA_002336225.1,75,6.1830173124484755,1.4210526315789473,7.426738933787651e-07,0.04010439024245332,0.055700542003407384,0.0007426738933787652
1138,GCA_009904105.1,35,1.4925373134328357,2345,GCA_009904105.1,86,6,3.6673773987206824,GCA_009904105.1,Elizabethkingia,Weeksellaceae,2702182.0,100.0,False,Non_marine,GCA_009904105.1_merops.txt,3.0,GCA_009904105.1,164,6.993603411513859,1.421487603305785,1.1102138938087812e-06,0.0318261316225184,0.06069169286154671,0.0011102138938087812
1493,GCA_009886625.1,35,1.9487750556792875,1796,GCA_009886625.1,86,16,4.788418708240535,GCA_009886625.1,MS024-2A,Flavobacteriaceae,1912170.0,91.95,True,Marine,GCA_009886625.1_merops.txt,2.0,GCA_009886625.1,117,6.514476614699332,1.421487603305785,1.0459321085468343e-06,0.04497508066751387,0.061187028349989805,0.0010459321085468343
1444,GCA_002835665.1,63,1.9143117593436645,3291,GCA_002835665.1,155,30,4.709814646004254,GCA_002835665.1,Chryseobacterium,Weeksellaceae,3824868.0,95.59,False,Non_marine,GCA_002835665.1_merops.txt,9.0,GCA_002835665.1,237,7.201458523245215,1.4220183486238531,2.353022378811504e-06,0.040524274301753684,0.061962922642036275,0.002353022378811504
1815,GCA_900102055.1,63,1.818706697459584,3464,GCA_900102055.1,155,11,4.47459584295612,GCA_900102055.1,Ulvibacter,Flavobacteriaceae,3821926.0,99.62,False,Marine,GCA_900102055.1_merops.txt,4.0,GCA_900102055.1,317,9.151270207852194,1.4220183486238531,1.046592738844237e-06,0.04055546863021419,0.0829424745534058,0.0010465927388442371
1169,GCA_000425305.1,65,1.817165222253285,3577,GCA_000425305.1,160,19,4.473022085546548,GCA_000425305.1,Psychroserpens,Flavobacteriaceae,3976448.0,99.67,False,Non_marine,GCA_000425305.1_merops.txt,2.0,GCA_000425305.1,266,7.436399217221135,1.4222222222222223,5.029614369407069e-07,0.04023691495525655,0.06689387111311401,0.0005029614369407069
1466,GCA_011065475.1,52,1.8691588785046729,2782,GCA_011065475.1,128,4,4.601006470165349,GCA_011065475.1,Aequorivita,Flavobacteriaceae,3135998.0,98.48,False,Unclassified,GCA_011065475.1_merops.txt,3.0,GCA_011065475.1,222,7.979870596693027,1.4222222222222223,9.566332631589687e-07,0.04081635256144934,0.07079086147376369,0.0009566332631589687
790,GCA_002713495.1,28,1.8064516129032258,1550,GCA_002713495.1,69,14,4.451612903225807,GCA_002713495.1,GCA-002723295,Flavobacteriaceae,1660800.0,93.38,True,Marine,GCA_002713495.1_merops.txt,3.0,GCA_002713495.1,121,7.806451612903226,1.422680412371134,1.8063583815028901e-06,0.04154624277456647,0.07285645472061657,0.0018063583815028901
2000,GCA_900299385.1,30,2.1629416005767843,1387,GCA_900299385.1,74,13,5.335255948089401,GCA_900299385.1,UBA3478,Flavobacteriaceae,1532499.0,87.19,True,Marine,GCA_900299385.1_merops.txt,2.0,GCA_900299385.1,96,6.92141312184571,1.4230769230769231,1.3050579478355288e-06,0.048287144069914564,0.06264278149610537,0.0013050579478355287
1361,GCA_007362475.1,49,1.7120894479385047,2862,GCA_007362475.1,121,10,4.227812718378756,GCA_007362475.1,Kaistella,Weeksellaceae,3040096.0,100.0,False,Unclassified,GCA_007362475.1_merops.txt,3.0,GCA_007362475.1,231,8.071278825995808,1.423529411764706,9.868109428123322e-07,0.03980137469343074,0.07598444259654959,0.0009868109428123322
2169,GCA_014353055.1,40,1.5261350629530714,2621,GCA_014353055.1,99,11,3.7771842808088514,GCA_014353055.1,KYPW7,Weeksellaceae,2839245.0,99.93,False,Unclassified,GCA_014353055.1_merops.txt,1.0,GCA_014353055.1,173,6.600534147272033,1.4244604316546763,3.5220630836718916e-07,0.034868424528351726,0.06093169134752373,0.00035220630836718913
2099,GCA_000751595.1,44,1.850294365012616,2378,GCA_000751595.1,109,4,4.583683767872161,GCA_000751595.1,Weeksella,Weeksellaceae,2562781.0,100.0,False,Unclassified,GCA_000751595.1_merops.txt,2.0,GCA_000751595.1,182,7.653490328006729,1.4248366013071896,7.804022271118757e-07,0.042531921377597225,0.07101660266718068,0.0007804022271118757
901,GCA_003860585.1,50,1.6789791806581598,2978,GCA_003860585.1,124,18,4.163868368032237,GCA_003860585.1,Kaistella,Weeksellaceae,3230102.0,100.0,False,Unclassified,GCA_003860585.1_merops.txt,3.0,GCA_003860585.1,211,7.085292142377435,1.4252873563218391,9.287632402939598e-07,0.038388880598817,0.06532301456734184,0.0009287632402939597
1808,GCA_004214185.1,27,2.0865533230293662,1294,GCA_004214185.1,67,17,5.17774343122102,GCA_004214185.1,MAG-121220-bin8,Flavobacteriaceae,1378189.0,91.41,True,Marine,GCA_004214185.1_merops.txt,2.0,GCA_004214185.1,91,7.032457496136011,1.425531914893617,1.4511797728758537e-06,0.0486145223913411,0.06602867966585135,0.0014511797728758537
1830,GCA_013214275.1,27,1.325478645066274,2037,GCA_013214275.1,67,10,3.2891507118311245,GCA_013214275.1,SCGC-AAA160-P02,Flavobacteriaceae,2188021.0,73.45,True,Marine,GCA_013214275.1_merops.txt,2.0,GCA_013214275.1,123,6.0382916053019144,1.425531914893617,9.140680094021035e-07,0.030621278314970465,0.05621518257822937,0.0009140680094021035
2050,GCA_000799235.1,89,2.0027002700270033,4444,GCA_000799235.1,221,45,4.972997299729974,GCA_000799235.1,Chryseobacterium,Weeksellaceae,4969476.0,100.0,False,Non_marine,GCA_000799235.1_merops.txt,9.0,GCA_000799235.1,344,7.74077407740774,1.4258064516129032,1.8110561354959758e-06,0.04447148954940118,0.06922259006784619,0.0018110561354959759
1379,GCA_000737715.1,91,1.9436138402392136,4682,GCA_000737715.1,226,42,4.826997009824861,GCA_000737715.1,Chryseobacterium,Weeksellaceae,5256156.0,99.93,False,Unclassified,GCA_000737715.1_merops.txt,11.0,GCA_000737715.1,371,7.923964117898334,1.4258675078864353,2.0927841563302156e-06,0.04299720175732988,0.07058390199986454,0.0020927841563302156
1151,GCA_007845595.1,31,1.402714932126697,2210,GCA_007845595.1,77,5,3.484162895927602,GCA_007845595.1,Uncl. Weeksellaceae,Weeksellaceae,2411815.0,100.0,False,Non_marine,GCA_007845595.1_merops.txt,4.0,GCA_007845595.1,171,7.737556561085973,1.4259259259259258,1.6585019995314732e-06,0.031926163490980854,0.07090096047997048,0.0016585019995314732
1363,GCA_002719315.1,39,2.0755721128259714,1879,GCA_002719315.1,97,23,5.162320383182544,GCA_002719315.1,GCA-2719315,Flavobacteriaceae,2102722.0,93.79,True,Marine,GCA_002719315.1_merops.txt,2.0,GCA_002719315.1,131,6.971793507184673,1.4264705882352942,9.511480832939399e-07,0.04613068203975609,0.062300199455753075,0.00095114808329394
2533,GCA_002379985.1,53,2.00302343159486,2646,GCA_002379985.1,132,15,4.988662131519274,GCA_002379985.1,UBA4166,Flavobacteriaceae,2877924.0,98.32,True,Marine,GCA_002379985.1_merops.txt,4.0,GCA_002379985.1,224,8.465608465608465,1.427027027027027,1.3898907684845047e-06,0.045866395359988654,0.07783388303513226,0.0013898907684845047
390,GCA_900618225.1,57,1.7506142506142506,3256,GCA_900618225.1,142,19,4.361179361179361,GCA_900618225.1,Algoriella,Weeksellaceae,3484649.0,99.64,False,Unclassified,GCA_900618225.1_merops.txt,2.0,GCA_900618225.1,217,6.664619164619165,1.4271356783919598,5.739458981378039e-07,0.04075015876778407,0.06227312994795171,0.0005739458981378039
708,GCA_001563495.1,87,1.9108280254777068,4553,GCA_001563495.1,217,44,4.766088293432901,GCA_001563495.1,Chryseobacterium,Weeksellaceae,5087431.0,100.0,False,Non_marine,GCA_001563495.1_merops.txt,12.0,GCA_001563495.1,366,8.038655831320009,1.4276315789473684,2.358754349690443e-06,0.04265414115690218,0.0719420076655585,0.002358754349690443
2456,GCA_011524905.1,34,1.893095768374165,1796,GCA_011524905.1,85,18,4.732739420935412,GCA_011524905.1,UBA11891,Flavobacteriaceae,1977503.0,92.48,True,Marine,GCA_011524905.1_merops.txt,2.0,GCA_011524905.1,114,6.347438752783964,1.4285714285714286,1.0113764682025768e-06,0.042983499898609515,0.057648458687546866,0.0010113764682025768
939,GCA_002453015.1,46,1.7658349328214973,2605,GCA_002453015.1,115,6,4.414587332053743,GCA_002453015.1,Aequorivita,Flavobacteriaceae,2853462.0,89.89,True,Marine,GCA_002453015.1_merops.txt,3.0,GCA_002453015.1,185,7.1017274472168905,1.4285714285714286,1.0513544599507545e-06,0.04030192096477893,0.06483352503029653,0.0010513544599507546
1587,GCA_003935165.1,52,1.703800786369594,3052,GCA_003935165.1,130,19,4.259501965923985,GCA_003935165.1,Empedobacter,Weeksellaceae,3202065.0,100.0,False,Non_marine,GCA_003935165.1_merops.txt,3.0,GCA_003935165.1,219,7.17562254259502,1.4285714285714286,9.368954096809402e-07,0.04059880108617408,0.06839336490670865,0.0009368954096809402
1604,GCA_004214175.1,24,2.032176121930567,1181,GCA_004214175.1,60,7,5.080440304826419,GCA_004214175.1,GCA-002733185,Flavobacteriaceae,1330049.0,68.85,True,Marine,GCA_004214175.1_merops.txt,1.0,GCA_004214175.1,91,7.705334462320068,1.4285714285714286,7.518519994376147e-07,0.04511111996625688,0.06841853194882294,0.0007518519994376147
1946,GCA_003935845.1,52,1.7049180327868854,3050,GCA_003935845.1,130,19,4.2622950819672125,GCA_003935845.1,Empedobacter,Weeksellaceae,3200517.0,100.0,False,Non_marine,GCA_003935845.1_merops.txt,3.0,GCA_003935845.1,219,7.180327868852459,1.4285714285714286,9.373485596233359e-07,0.040618437583677884,0.06842644485250352,0.0009373485596233359
95,GCA_002430455.1,22,1.8456375838926176,1192,GCA_002430455.1,55,10,4.614093959731544,GCA_002430455.1,UBA724,Flavobacteriaceae,1281578.0,76.42,True,Marine,GCA_002430455.1_merops.txt,1.0,GCA_002430455.1,82,6.879194630872483,1.4285714285714286,7.802880511369577e-07,0.042915842812532676,0.06398362019323053,0.0007802880511369577
1825,GCA_003148645.1,56,1.9197805965032568,2917,GCA_003148645.1,140,8,4.799451491258142,GCA_003148645.1,Xanthomarina,Flavobacteriaceae,3155334.0,99.67,False,Non_marine,GCA_003148645.1_merops.txt,2.0,GCA_003148645.1,245,8.399040109701748,1.4285714285714286,6.338473201252229e-07,0.0443693124087656,0.0776462967153398,0.0006338473201252229
