Genome,BGC_full,Similarity2
GCA_003335085.1,GCA_003335085.1_contig10.region001,0
GCA_003946915.1,GCA_003946915.1_contig14.region001,0
GCA_004339525.1,GCA_004339525.1_contig1.region005,0
GCA_004345565.1,GCA_004345565.1_contig09.region001,0
GCA_004349085.1,GCA_004349085.1_contig26.region001,0
GCA_004355225.1,GCA_004355225.1_contig1.region001,0
GCA_004362015.1,GCA_004362015.1_contig06.region001,0
GCA_004369705.1,GCA_004369705.1_contig1506.region001,0
GCA_004634245.1,GCA_004634245.1_contig22.region001,0
GCA_006120725.1,GCA_006120725.1_contig06.region001,0
GCA_006539745.1,GCA_006539745.1_contig068.region001,0
GCA_009909155.2,GCA_009909155.2_contig04.region001,0
GCA_011751075.1,GCA_011751075.1_contig234.region003,0
GCA_012837155.1,GCA_012837155.1_contig1.region002,0
GCA_013284035.1,GCA_013284035.1_contig1.region002,0
GCA_013294075.1,GCA_013294075.1_contig02.region001,0
GCA_014156605.1,GCA_014156605.1_contig159.region001,0
GCA_900129575.1,GCA_900129575.1_contig13.region002,0
GCA_900142695.1,GCA_900142695.1_contig043.region001,0
GCA_902804475.1,GCA_902804475.1_contig102.region001,0
GCA_006829085.1,GCA_006829085.1_contig24.region001,0
GCA_007097365.1,GCA_007097365.1_contig22.region001,0
GCA_007109265.1,GCA_007109265.1_contig213.region001,0
GCA_007097385.1,GCA_007097385.1_contig09.region001,0
GCA_007097385.1,GCA_007097385.1_contig33.region001,0
GCA_007845585.1,GCA_007845585.1_contig17.region002,0
GCA_007845595.1,GCA_007845595.1_contig14.region002,0
GCA_007845635.1,GCA_007845635.1_contig24.region002,0
GCA_000425425.1,GCA_000425425.1_contig18.region001,0
GCA_001404975.1,GCA_001404975.1_contig09.region001,0
GCA_001686935.1,GCA_001686935.1_contig26.region001,0
GCA_002280815.1,GCA_002280815.1_contig155.region001,0
GCA_006539745.1,GCA_006539745.1_contig059.region001,0
GCA_007989005.1,GCA_007989005.1_contig12.region001,0
GCA_900100165.1,GCA_900100165.1_contig06.region001,0
GCA_007997075.1,GCA_007997075.1_contig19.region001,0
GCA_007997065.1,GCA_007997065.1_contig055.region001,0
GCA_007997085.1,GCA_007997085.1_contig158.region001,0
GCA_007997205.1,GCA_007997205.1_contig046.region001,0
GCA_007997225.1,GCA_007997225.1_contig033.region001,0
GCA_007997235.1,GCA_007997235.1_contig033.region001,0
GCA_007997385.1,GCA_007997385.1_contig32.region001,0
GCA_008124785.1,GCA_008124785.1_contig04.region002,0
GCA_008370685.1,GCA_008370685.1_contig024.region001,0
GCA_008370685.1,GCA_008370685.1_contig240.region001,0
GCA_008370685.1,GCA_008370685.1_contig242.region001,0
GCA_008370685.1,GCA_008370685.1_contig258.region001,0
GCA_000799565.1,GCA_000799565.1_contig1.region001,0
GCA_001637325.1,GCA_001637325.1_contig45.region001,0
GCA_002696105.1,GCA_002696105.1_contig018.region001,0
GCA_002813135.1,GCA_002813135.1_contig1.region004,0
GCA_003511625.1,GCA_003511625.1_contig123.region001,0
GCA_003865345.1,GCA_003865345.1_contig07.region001,0
GCA_008367235.1,GCA_008367235.1_contig10.region002,0
GCA_008367275.1,GCA_008367275.1_contig10.region001,0
GCA_008386635.1,GCA_008386635.1_contig2.region001,0
GCA_008501705.1,GCA_008501705.1_contig227.region001,0
GCA_011044175.1,GCA_011044175.1_contig1.region001,0
GCA_013042885.1,GCA_013042885.1_contig118.region001,0
GCA_013043685.1,GCA_013043685.1_contig03.region001,0
GCA_013043825.1,GCA_013043825.1_contig095.region001,0
GCA_900112245.1,GCA_900112245.1_contig7.region001,0
GCA_002797535.1,GCA_002797535.1_contig1.region001,0
GCA_009360585.1,GCA_009360585.1_contig12.region001,0
GCA_009649685.1,GCA_009649685.1_contig01.region002,0
GCA_009649685.1,GCA_009649685.1_contig08.region001,0
GCA_009707955.1,GCA_009707955.1_contig11.region001,0
GCA_009707955.1,GCA_009707955.1_contig21.region001,0
GCA_009707955.1,GCA_009707955.1_contig25.region001,0
GCA_902506265.1,GCA_902506265.1_contig54.region001,0
GCA_009711165.1,GCA_009711165.1_contig001.region002,0
GCA_009711165.1,GCA_009711165.1_contig018.region001,0
GCA_009711165.1,GCA_009711165.1_contig046.region001,0
GCA_002715085.1,GCA_002715085.1_contig40.region001,0
GCA_002862755.1,GCA_002862755.1_contig17.region001,0
GCA_006491595.2,GCA_006491595.2_contig05.region001,0
GCA_006491645.1,GCA_006491645.1_contig02.region001,0
GCA_009753805.1,GCA_009753805.1_contig02.region001,0
GCA_003097655.1,GCA_003097655.1_contig09.region001,0
GCA_003312425.1,GCA_003312425.1_contig12.region001,0
GCA_004349145.1,GCA_004349145.1_contig31.region001,0
GCA_004349155.1,GCA_004349155.1_contig03.region001,0
GCA_007830355.1,GCA_007830355.1_contig04.region001,0
GCA_009764685.1,GCA_009764685.1_contig24.region001,0
GCA_009764715.1,GCA_009764715.1_contig023.region001,0
GCA_011365745.1,GCA_011365745.1_contig12.region001,0
GCA_014305215.1,GCA_014305215.1_contig12.region001,0
GCA_900099915.1,GCA_900099915.1_contig24.region001,0
GCA_900112975.1,GCA_900112975.1_contig11.region001,0
GCA_000764755.1,GCA_000764755.1_contig40.region001,0
GCA_004368925.1,GCA_004368925.1_contig04.region001,0
GCA_009796825.1,GCA_009796825.1_contig1.region002,0
GCA_009807485.1,GCA_009807485.1_contig22.region001,0
GCA_009830375.1,GCA_009830375.1_contig21.region001,0
GCA_900112395.1,GCA_900112395.1_contig29.region001,0
GCA_001418685.1,GCA_001418685.1_contig03.region001,0
GCA_002964915.1,GCA_002964915.1_contig01.region001,0
GCA_009827705.1,GCA_009827705.1_contig06.region001,0
GCA_009827735.1,GCA_009827735.1_contig10.region001,0
GCA_009827745.1,GCA_009827745.1_contig20.region001,0
GCA_009827755.1,GCA_009827755.1_contig14.region001,0
GCA_009827795.1,GCA_009827795.1_contig06.region001,0
GCA_009827805.1,GCA_009827805.1_contig08.region001,0
GCA_009827835.1,GCA_009827835.1_contig16.region001,0
GCA_009827845.1,GCA_009827845.1_contig08.region001,0
GCA_009827855.1,GCA_009827855.1_contig07.region001,0
GCA_009827885.1,GCA_009827885.1_contig29.region001,0
GCA_009828155.1,GCA_009828155.1_contig07.region001,0
GCA_009828165.1,GCA_009828165.1_contig06.region001,0
GCA_011082485.1,GCA_011082485.1_contig1.region001,0
GCA_011082725.1,GCA_011082725.1_contig1.region001,0
GCA_900018365.1,GCA_900018365.1_contig03.region001,0
GCA_009832745.1,GCA_009832745.1_contig26.region001,0
GCA_009901575.1,GCA_009901575.1_contig07.region001,0
GCA_009901575.1,GCA_009901575.1_contig08.region001,0
GCA_009909155.2,GCA_009909155.2_contig17.region001,0
GCA_900142775.1,GCA_900142775.1_contig24.region001,0
GCA_010614725.1,GCA_010614725.1_contig11.region001,0
GCA_010671605.1,GCA_010671605.1_contig1.region002,0
GCA_011050015.1,GCA_011050015.1_contig170.region001,0
GCA_011089875.1,GCA_011089875.1_contig034.region001,0
GCA_011330545.1,GCA_011330545.1_contig169.region001,0
GCA_011751075.1,GCA_011751075.1_contig190.region001,0
GCA_001027725.1,GCA_001027725.1_contig02.region001,0
GCA_011751075.1,GCA_011751075.1_contig256.region001,0
GCA_012032075.1,GCA_012032075.1_contig230.region001,0
GCA_012272815.1,GCA_012272815.1_contig2.region001,0
GCA_001045445.1,GCA_001045445.1_contig2.region003,0
GCA_003290185.1,GCA_003290185.1_contig03.region001,0
GCA_003385495.1,GCA_003385495.1_contig04.region001,0
GCA_003515005.1,GCA_003515005.1_contig67.region001,0
GCA_007991435.1,GCA_007991435.1_contig05.region001,0
GCA_012927325.1,GCA_012927325.1_contig45.region001,0
GCA_900129105.1,GCA_900129105.1_contig13.region001,0
GCA_002162835.1,GCA_002162835.1_contig103.region001,0
GCA_002831625.1,GCA_002831625.1_contig1.region002,0
GCA_012974865.1,GCA_012974865.1_contig1.region002,0
GCA_013001345.1,GCA_013001345.1_contig275.region001,0
GCA_013002065.1,GCA_013002065.1_contig218.region001,0
GCA_013003655.1,GCA_013003655.1_contig317.region001,0
GCA_013041785.1,GCA_013041785.1_contig228.region001,0
GCA_002291765.1,GCA_002291765.1_contig23.region001,0
GCA_002294145.1,GCA_002294145.1_contig20.region001,0
GCA_002311725.1,GCA_002311725.1_contig08.region001,0
GCA_002354765.1,GCA_002354765.1_contig05.region001,0
GCA_002363835.1,GCA_002363835.1_contig070.region001,0
GCA_002375495.1,GCA_002375495.1_contig11.region001,0
GCA_002379985.1,GCA_002379985.1_contig27.region001,0
GCA_002384605.1,GCA_002384605.1_contig184.region001,0
GCA_012964565.1,GCA_012964565.1_contig08.region001,0
GCA_013001085.1,GCA_013001085.1_contig103.region001,0
GCA_013001145.1,GCA_013001145.1_contig012.region001,0
GCA_013042075.1,GCA_013042075.1_contig076.region001,0
GCA_013401995.1,GCA_013401995.1_contig01.region001,0
GCA_900156625.1,GCA_900156625.1_contig12.region002,0
GCA_900299485.1,GCA_900299485.1_contig13.region002,0
GCA_900312735.1,GCA_900312735.1_contig15.region001,0
GCA_900312745.1,GCA_900312745.1_contig02.region005,0
GCA_000424665.1,GCA_000424665.1_contig10.region001,0
GCA_000430665.1,GCA_000430665.1_contig002.region001,0
GCA_000520955.1,GCA_000520955.1_contig003.region002,0
GCA_002352205.1,GCA_002352205.1_contig12.region001,0
GCA_002354835.1,GCA_002354835.1_contig34.region001,0
GCA_002360635.1,GCA_002360635.1_contig03.region001,0
GCA_002376315.1,GCA_002376315.1_contig34.region001,0
GCA_002388845.1,GCA_002388845.1_contig08.region001,0
GCA_010671565.1,GCA_010671565.1_contig09.region001,0
GCA_013042315.1,GCA_013042315.1_contig027.region001,0
GCA_900168265.1,GCA_900168265.1_contig14.region001,0
GCA_002782485.1,GCA_002782485.1_contig113.region001,0
GCA_013042425.1,GCA_013042425.1_contig355.region001,0
GCA_013043865.1,GCA_013043865.1_contig060.region001,0
GCA_013184525.1,GCA_013184525.1_contig05.region003,0
GCA_013214275.1,GCA_013214275.1_contig078.region001,0
GCA_013214815.1,GCA_013214815.1_contig106.region001,0
GCA_013294015.1,GCA_013294015.1_contig06.region001,0
GCA_013365535.1,GCA_013365535.1_contig1.region004,0
GCA_013403865.1,GCA_013403865.1_contig11.region001,0
GCA_013403865.1,GCA_013403865.1_contig44.region001,0
GCA_013403925.1,GCA_013403925.1_contig53.region001,0
GCA_013403985.1,GCA_013403985.1_contig22.region001,0
GCA_013394675.1,GCA_013394675.1_contig1.region002,0
GCA_013404085.1,GCA_013404085.1_contig1.region001,0
GCA_013410675.1,GCA_013410675.1_contig1.region007,0
GCA_014062315.1,GCA_014062315.1_contig01.region001,0
GCA_011087845.1,GCA_011087845.1_contig101.region001,0
GCA_014204235.1,GCA_014204235.1_contig01.region002,0
GCA_014207845.1,GCA_014207845.1_contig01.region003,0
GCA_014243345.1,GCA_014243345.1_contig2.region002,0
GCA_014284085.1,GCA_014284085.1_contig07.region001,0
GCA_014297365.1,GCA_014297365.1_contig07.region001,0
GCA_008033395.2,GCA_008033395.2_contig19.region001,0
GCA_008806775.1,GCA_008806775.1_contig11.region001,0
GCA_013294005.1,GCA_013294005.1_contig03.region001,0
GCA_014305155.1,GCA_014305155.1_contig046.region001,0
GCA_014305175.1,GCA_014305175.1_contig047.region001,0
GCA_014377455.1,GCA_014377455.1_contig205.region001,0
GCA_900107635.1,GCA_900107635.1_contig10.region001,0
GCA_900111075.1,GCA_900111075.1_contig37.region001,0
GCA_014352875.1,GCA_014352875.1_contig1.region003,0
GCA_000430665.1,GCA_000430665.1_contig026.region001,0
GCA_000520975.1,GCA_000520975.1_contig029.region001,0
GCA_000520995.1,GCA_000520995.1_contig013.region001,0
GCA_900089995.1,GCA_900089995.1_contig01.region001,0
GCA_900299475.1,GCA_900299475.1_contig156.region001,0
GCA_900299525.1,GCA_900299525.1_contig15.region001,0
GCA_900624725.1,GCA_900624725.1_contig072.region001,0
GCA_900099685.1,GCA_900099685.1_contig23.region001,0
GCA_900099995.1,GCA_900099995.1_contig20.region001,0
GCA_900102055.1,GCA_900102055.1_contig42.region001,0
GCA_900104375.1,GCA_900104375.1_contig1.region003,0
GCA_900108025.1,GCA_900108025.1_contig04.region001,0
GCA_002742365.1,GCA_002742365.1_contig18.region001,0
GCA_003075045.1,GCA_003075045.1_contig05.region001,0
GCA_005780245.1,GCA_005780245.1_contig03.region001,0
GCA_900109345.1,GCA_900109345.1_contig20.region001,0
GCA_900155985.1,GCA_900155985.1_contig10.region001,0
GCA_900111495.1,GCA_900111495.1_contig9.region003,0
GCA_000812865.1,GCA_000812865.1_contig01.region002,0
GCA_002332505.1,GCA_002332505.1_contig06.region001,0
GCA_002365095.1,GCA_002365095.1_contig02.region001,0
GCA_002380565.1,GCA_002380565.1_contig042.region001,0
GCA_002478375.1,GCA_002478375.1_contig92.region001,0
GCA_007362475.1,GCA_007362475.1_contig1.region003,0
GCA_900112115.1,GCA_900112115.1_contig36.region001,0
GCA_900638245.1,GCA_900638245.1_contig1.region001,0
GCA_900113805.1,GCA_900113805.1_contig07.region001,0
GCA_900114085.1,GCA_900114085.1_contig28.region001,0
GCA_000611675.1,GCA_000611675.1_contig10.region001,0
GCA_002017945.1,GCA_002017945.1_contig34.region001,0
GCA_900114945.1,GCA_900114945.1_contig24.region001,0
GCA_900129245.1,GCA_900129245.1_contig27.region001,0
GCA_900129545.1,GCA_900129545.1_contig12.region001,0
GCA_900129545.1,GCA_900129545.1_contig23.region001,0
GCA_900129575.1,GCA_900129575.1_contig13.region001,0
GCA_900129585.1,GCA_900129585.1_contig26.region001,0
GCA_002217195.1,GCA_002217195.1_contig12.region001,0
GCA_900129595.1,GCA_900129595.1_contig19.region001,0
GCA_003003155.1,GCA_003003155.1_contig01.region001,0
GCA_900129705.1,GCA_900129705.1_contig12.region001,0
GCA_002163855.1,GCA_002163855.1_contig1.region001,0
GCA_003712105.1,GCA_003712105.1_contig06.region001,0
GCA_004211785.1,GCA_004211785.1_contig34.region001,0
GCA_004346845.1,GCA_004346845.1_contig02.region001,0
GCA_900129745.1,GCA_900129745.1_contig04.region002,0
GCA_900129755.1,GCA_900129755.1_contig07.region002,0
GCA_900141785.1,GCA_900141785.1_contig23.region001,0
GCA_000024125.1,GCA_000024125.1_contig1.region003,0
GCA_000153385.1,GCA_000153385.1_contig2.region001,0
GCA_000186265.1,GCA_000186265.1_contig1.region003,0
GCA_002169155.2,GCA_002169155.2_contig37.region001,0
GCA_002211465.1,GCA_002211465.1_contig22.region001,0
GCA_003333325.1,GCA_003333325.1_contig107.region001,0
GCA_003353425.1,GCA_003353425.1_contig03.region001,0
GCA_013003145.1,GCA_013003145.1_contig240.region001,0
GCA_014235875.1,GCA_014235875.1_contig11.region001,0
GCA_900129035.1,GCA_900129035.1_contig18.region001,0
GCA_900129665.1,GCA_900129665.1_contig12.region001,0
GCA_900142035.1,GCA_900142035.1_contig06.region001,0
GCA_001602525.1,GCA_001602525.1_contig18.region001,0
GCA_900142685.1,GCA_900142685.1_contig19.region001,0
GCA_002217365.1,GCA_002217365.1_contig28.region001,0
GCA_900142715.1,GCA_900142715.1_contig03.region001,0
GCA_000834715.1,GCA_000834715.1_contig72.region001,0
GCA_002217365.1,GCA_002217365.1_contig13.region001,0
GCA_900142715.1,GCA_900142715.1_contig14.region001,0
GCA_003076455.1,GCA_003076455.1_contig1.region001,0
GCA_003105115.1,GCA_003105115.1_contig008.region001,0
GCA_003202435.1,GCA_003202435.1_contig25.region001,0
GCA_009674775.1,GCA_009674775.1_contig024.region002,0
GCA_011742145.1,GCA_011742145.1_contig096.region001,0
GCA_900107365.1,GCA_900107365.1_contig20.region001,0
GCA_900142735.1,GCA_900142735.1_contig09.region001,0
GCA_900142775.1,GCA_900142775.1_contig19.region001,0
GCA_000060345.1,GCA_000060345.1_contig1.region001,0
GCA_000243235.1,GCA_000243235.1_contig1.region001,0
GCA_000258765.1,GCA_000258765.1_contig013.region001,0
GCA_002733585.1,GCA_002733585.1_contig116.region001,0
GCA_003001895.1,GCA_003001895.1_contig11.region001,0
GCA_003254095.1,GCA_003254095.1_contig06.region001,0
GCA_003413745.1,GCA_003413745.1_contig2.region001,0
GCA_006159205.1,GCA_006159205.1_contig1.region002,0
GCA_006714895.1,GCA_006714895.1_contig1.region003,0
GCA_008974325.1,GCA_008974325.1_contig03.region001,0
GCA_009735585.1,GCA_009735585.1_contig112.region001,0
GCA_009735695.1,GCA_009735695.1_contig002.region001,0
GCA_012038135.1,GCA_012038135.1_contig45.region001,0
GCA_900113135.1,GCA_900113135.1_contig32.region001,0
GCA_900115145.1,GCA_900115145.1_contig43.region001,0
GCA_900141955.1,GCA_900141955.1_contig43.region001,0
GCA_900142975.1,GCA_900142975.1_contig1.region002,0
GCA_900215295.1,GCA_900215295.1_contig7.region001,0
GCA_000152945.2,GCA_000152945.2_contig1.region002,0
GCA_002005425.1,GCA_002005425.1_contig1.region002,0
GCA_002163835.1,GCA_002163835.1_contig1.region002,0
GCA_002831685.1,GCA_002831685.1_contig1.region002,0
GCA_005885675.1,GCA_005885675.1_contig08.region001,0
GCA_009796785.1,GCA_009796785.1_contig1.region002,0
GCA_900143115.1,GCA_900143115.1_contig1.region002,0
GCA_001637185.1,GCA_001637185.1_contig08.region001,0
GCA_004349195.1,GCA_004349195.1_contig36.region001,0
GCA_007994155.1,GCA_007994155.1_contig09.region001,0
GCA_900142885.1,GCA_900142885.1_contig14.region001,0
GCA_900143245.1,GCA_900143245.1_contig20.region001,0
GCA_900156825.1,GCA_900156825.1_contig29.region001,0
GCA_900169075.1,GCA_900169075.1_contig4.region006,0
GCA_003208535.1,GCA_003208535.1_contig01.region002,0
GCA_003217415.1,GCA_003217415.1_contig01.region002,0
GCA_004341805.1,GCA_004341805.1_contig01.region002,0
GCA_900187965.1,GCA_900187965.1_contig37.region001,0
GCA_900188275.1,GCA_900188275.1_contig15.region001,0
GCA_900215465.1,GCA_900215465.1_contig07.region001,0
GCA_000520995.1,GCA_000520995.1_contig089.region001,0
GCA_900299475.1,GCA_900299475.1_contig023.region001,0
GCA_000520975.1,GCA_000520975.1_contig003.region002,0
GCA_000520995.1,GCA_000520995.1_contig014.region002,0
GCA_000626715.1,GCA_000626715.1_contig01.region002,0
GCA_002697475.1,GCA_002697475.1_contig170.region001,0
GCA_002846555.1,GCA_002846555.1_contig1.region005,0
GCA_002895435.1,GCA_002895435.1_contig40.region001,0
GCA_007489275.1,GCA_007489275.1_contig216.region001,0
GCA_013042125.1,GCA_013042125.1_contig246.region001,0
GCA_900089995.1,GCA_900089995.1_contig01.region004,0
GCA_900299475.1,GCA_900299475.1_contig071.region001,0
GCA_900299525.1,GCA_900299525.1_contig29.region001,0
GCA_900624725.1,GCA_900624725.1_contig050.region001,0
GCA_900299475.1,GCA_900299475.1_contig104.region001,0
GCA_900299525.1,GCA_900299525.1_contig04.region001,0
GCA_900299505.1,GCA_900299505.1_contig07.region001,0
GCA_000430645.1,GCA_000430645.1_contig02.region001,0
GCA_003443675.1,GCA_003443675.1_contig1.region001,0
GCA_003443695.1,GCA_003443695.1_contig1.region001,0
GCA_003626845.1,GCA_003626845.1_contig124.region001,0
GCA_900109375.1,GCA_900109375.1_contig04.region002,0
GCA_900141785.1,GCA_900141785.1_contig18.region001,0
GCA_900299505.1,GCA_900299505.1_contig13.region001,0
GCA_000430665.1,GCA_000430665.1_contig070.region001,0
GCA_900299475.1,GCA_900299475.1_contig075.region001,0
GCA_900299525.1,GCA_900299525.1_contig32.region001,0
GCA_900299535.1,GCA_900299535.1_contig06.region001,0
GCA_900299535.1,GCA_900299535.1_contig23.region001,0
GCA_007489275.1,GCA_007489275.1_contig246.region001,0
GCA_900312735.1,GCA_900312735.1_contig03.region001,0
GCA_900312815.1,GCA_900312815.1_contig04.region001,0
GCA_000430665.1,GCA_000430665.1_contig054.region001,0
GCA_000520975.1,GCA_000520975.1_contig073.region001,0
GCA_900299485.1,GCA_900299485.1_contig01.region001,0
GCA_900624725.1,GCA_900624725.1_contig091.region001,0
GCA_003254545.1,GCA_003254545.1_contig10.region001,0
GCA_902167265.1,GCA_902167265.1_contig1.region002,0
GCA_902167275.1,GCA_902167275.1_contig4.region002,0
GCA_902167285.2,GCA_902167285.2_contig2.region001,0
GCA_902168145.1,GCA_902168145.1_contig05.region001,0
GCA_902728265.1,GCA_902728265.1_contig022.region001,0
GCA_902804485.1,GCA_902804485.1_contig064.region001,0
GCA_902804485.1,GCA_902804485.1_contig159.region001,0
GCA_002208925.2,GCA_002208925.2_contig1.region005,0
GCA_002421065.1,GCA_002421065.1_contig27.region001,0
GCA_003815675.1,GCA_003815675.1_contig1.region004,0
GCA_014218815.1,GCA_014218815.1_contig11.region002,0
GCA_014219895.1,GCA_014219895.1_contig11.region002,0
GCA_014219965.1,GCA_014219965.1_contig11.region003,0
GCA_014219975.1,GCA_014219975.1_contig11.region002,0
GCA_014219985.1,GCA_014219985.1_contig11.region003,0
GCA_014220005.1,GCA_014220005.1_contig11.region003,0
GCA_014220065.1,GCA_014220065.1_contig11.region003,0
GCA_014220105.1,GCA_014220105.1_contig11.region003,0
GCA_014220115.1,GCA_014220115.1_contig11.region002,0
GCA_014220185.1,GCA_014220185.1_contig11.region002,0
